零件名称,供应商名称,问题描述,故障类别,故障现象,临时措施1,临时措施2,临时措施3,原因分析1,原因分析2
顶盖内衬总成,维旺明信息有限公司,05月25日，商品化区域反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,结构,间隙超差,1. 启动整车排查，排查191台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
车门铰链总成,飞海科技科技有限公司,05月21日，发运场反馈表面涂层脱落影响外观质量,尺寸,异响,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
线束总成,诺依曼软件信息有限公司,11月28日，焊装车间反馈电子元件短路导致功能失效,功能,间隙超差,1. 启动整车排查，排查145台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
车门铰链总成,快讯传媒有限公司,01月13日，焊装车间反馈表面涂层脱落影响外观质量,电气,异响,1. 立即隔离可疑批次，共隔离189件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
线束总成,时空盒数字网络有限公司,04月26日，焊装车间反馈尺寸超差导致装配间隙过大,结构,连接强度不足,1. 立即隔离可疑批次，共隔离247件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
一体式后车架组件,毕博诚网络有限公司,09月30日，商品化区域反馈表面涂层脱落影响外观质量,外观,间隙超差,1. 立即隔离可疑批次，共隔离445件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
线束总成,海创传媒有限公司,04月29日，商品化区域反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,尺寸,连接强度不足,1. 启动整车排查，排查60台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
顶盖内衬总成,创亿信息有限公司,10月06日，焊装车间反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,外观,异响,1. 启动整车排查，排查150台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
车门铰链总成,天益传媒有限公司,05月04日，商品化区域反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,外观,功能失效,1. 立即隔离可疑批次，共隔离373件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
车门铰链总成,趋势信息有限公司,08月23日，总装车间反馈焊接虚焊导致结构强度不足,尺寸,外观缺陷,1. 立即隔离可疑批次，共隔离435件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
一体式后车架组件,巨奥信息有限公司,05月24日，商品化区域反馈表面涂层脱落影响外观质量,结构,功能失效,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
ECU控制器,佳禾网络有限公司,08月28日，总装车间反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,结构,异响,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
ECU控制器,国讯科技有限公司,03月11日，涂装车间反馈表面涂层脱落影响外观质量,功能,功能失效,1. 启动整车排查，排查119台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
顶盖内衬总成,雨林木风计算机网络有限公司,12月13日，焊装车间反馈表面涂层脱落影响外观质量,结构,间隙超差,1. 立即隔离可疑批次，共隔离232件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
一体式后车架组件,易动力传媒有限公司,12月04日，发运场反馈电子元件短路导致功能失效,电气,连接强度不足,1. 立即隔离可疑批次，共隔离145件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
线束总成,太极传媒有限公司,04月13日，焊装车间反馈密封条开胶导致漏水风险,外观,外观缺陷,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
一体式后车架组件,和泰网络有限公司,02月13日，总装车间反馈焊接虚焊导致结构强度不足,尺寸,连接强度不足,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
线束总成,戴硕电子网络有限公司,02月03日，发运场反馈尺寸超差导致装配间隙过大,尺寸,异响,1. 启动整车排查，排查133台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
一体式后车架组件,鑫博腾飞科技有限公司,01月01日，涂装车间反馈尺寸超差导致装配间隙过大,电气,异响,1. 启动整车排查，排查147台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
线束总成,海创网络有限公司,10月10日，总装车间反馈密封条开胶导致漏水风险,结构,连接强度不足,1. 启动整车排查，排查167台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
ECU控制器,时刻科技有限公司,08月15日，焊装车间反馈焊接虚焊导致结构强度不足,外观,功能失效,1. 立即隔离可疑批次，共隔离449件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
一体式后车架组件,合联电子传媒有限公司,11月28日，总装车间反馈电子元件短路导致功能失效,电气,连接强度不足,1. 启动整车排查，排查131台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
一体式后车架组件,迪摩传媒有限公司,10月18日，商品化区域反馈表面涂层脱落影响外观质量,电气,连接强度不足,1. 启动整车排查，排查178台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
一体式后车架组件,明腾传媒有限公司,09月04日，商品化区域反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,结构,间隙超差,1. 立即隔离可疑批次，共隔离420件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
线束总成,开发区世创信息有限公司,04月14日，总装车间反馈密封条开胶导致漏水风险,外观,间隙超差,1. 启动整车排查，排查141台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
线束总成,飞海科技信息有限公司,10月27日，总装车间反馈焊接虚焊导致结构强度不足,结构,外观缺陷,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
线束总成,恩悌网络有限公司,12月04日，发运场反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,电气,功能失效,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
车门铰链总成,彩虹传媒有限公司,02月07日，发运场反馈尺寸超差导致装配间隙过大,尺寸,异响,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
线束总成,黄石金承信息有限公司,11月21日，商品化区域反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,功能,外观缺陷,1. 立即隔离可疑批次，共隔离500件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
ECU控制器,鸿睿思博信息有限公司,10月21日，总装车间反馈电子元件短路导致功能失效,外观,外观缺陷,1. 立即隔离可疑批次，共隔离319件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
顶盖内衬总成,新格林耐特信息有限公司,10月22日，涂装车间反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,外观,连接强度不足,1. 启动整车排查，排查135台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
线束总成,华成育卓传媒有限公司,06月27日，涂装车间反馈表面涂层脱落影响外观质量,尺寸,异响,1. 立即隔离可疑批次，共隔离268件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
顶盖内衬总成,太极网络有限公司,04月24日，焊装车间反馈焊接虚焊导致结构强度不足,功能,外观缺陷,1. 立即隔离可疑批次，共隔离58件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
ECU控制器,维涛科技有限公司,10月21日，发运场反馈表面涂层脱落影响外观质量,电气,间隙超差,1. 立即隔离可疑批次，共隔离162件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
