序号,零部件名称,供应商名称,故障类型,故障现象,故障比例(%),根本原因
2981,前门密封条,菊风公司网络有限公司,功能,短路,0.1,设备定位销磨损导致加工位置度超差
2982,车门铰链总成,方正科技信息有限公司,材料,间隙超差,3.3,设备定位销磨损导致加工位置度超差
2983,后顶盖外板组件,明腾信息有限公司,外观,间隙超差,3,设备定位销磨损导致加工位置度超差
2984,后顶盖外板组件,鑫博腾飞信息有限公司,功能,色差,2.5,设备定位销磨损导致加工位置度超差
2985,ECU控制器,商软冠联科技有限公司,尺寸,色差,3,来料批次材料硬度超标
2986,前门密封条,浦华众城传媒有限公司,外观,间隙超差,2.9,设备定位销磨损导致加工位置度超差
2987,前门密封条,创汇传媒有限公司,功能,短路,0.7,胶水固化参数设置错误
2988,ECU控制器,易动力信息有限公司,材料,划伤,1.4,胶水固化参数设置错误
2989,车门铰链总成,戴硕电子网络有限公司,功能,短路,0.8,来料批次材料硬度超标
2990,后顶盖外板组件,昊嘉网络有限公司,功能,压印,3.3,胶水固化参数设置错误
2991,后顶盖外板组件,立信电子信息有限公司,电气,划伤,4.1,设备定位销磨损导致加工位置度超差
2992,车门铰链总成,超艺科技有限公司,外观,间隙超差,3.8,设备定位销磨损导致加工位置度超差
2993,后顶盖外板组件,南康信息有限公司,外观,色差,3.1,设备定位销磨损导致加工位置度超差
2994,ECU控制器,新格林耐特传媒有限公司,功能,划伤,3.8,设备定位销磨损导致加工位置度超差
2995,ECU控制器,黄石金承信息有限公司,功能,间隙超差,4.5,来料批次材料硬度超标
2996,车门铰链总成,四通网络有限公司,电气,压印,2.9,来料批次材料硬度超标
2997,后顶盖外板组件,兰金电子网络有限公司,功能,间隙超差,0.6,胶水固化参数设置错误
2998,后顶盖外板组件,快讯信息有限公司,电气,间隙超差,4.4,设备定位销磨损导致加工位置度超差
2999,车门铰链总成,通际名联信息有限公司,材料,压印,1.1,设备定位销磨损导致加工位置度超差
3000,车门铰链总成,创汇网络有限公司,功能,色差,0.3,设备定位销磨损导致加工位置度超差
3001,前门密封条,昊嘉科技有限公司,功能,色差,3.5,来料批次材料硬度超标
3002,后顶盖外板组件,南康信息有限公司,功能,划伤,1.6,设备定位销磨损导致加工位置度超差
3003,车门铰链总成,兰金电子传媒有限公司,电气,色差,4.9,设备定位销磨损导致加工位置度超差
3004,车门铰链总成,通际名联信息有限公司,外观,压印,4.6,设备定位销磨损导致加工位置度超差
3005,后顶盖外板组件,银嘉信息有限公司,外观,划伤,1.8,设备定位销磨损导致加工位置度超差
3006,车门铰链总成,华远软件科技有限公司,尺寸,色差,4.9,胶水固化参数设置错误
3007,后顶盖外板组件,华远软件网络有限公司,尺寸,间隙超差,2,胶水固化参数设置错误
3008,线束总成,盟新信息有限公司,材料,色差,0.4,来料批次材料硬度超标
3009,前门密封条,东方峻景科技有限公司,材料,间隙超差,0.9,设备定位销磨损导致加工位置度超差
3010,线束总成,晖来计算机科技有限公司,外观,短路,4.2,胶水固化参数设置错误
3011,后顶盖外板组件,数字100信息有限公司,材料,压印,0.6,设备定位销磨损导致加工位置度超差
3012,车门铰链总成,惠派国际公司信息有限公司,电气,划伤,0.3,来料批次材料硬度超标
3013,线束总成,泰麒麟科技有限公司,电气,色差,0.3,设备定位销磨损导致加工位置度超差
3014,前门密封条,MBP软件信息有限公司,电气,间隙超差,0.3,来料批次材料硬度超标
3015,后顶盖外板组件,联软信息有限公司,功能,划伤,4.9,来料批次材料硬度超标
3016,ECU控制器,和泰科技有限公司,外观,压印,3.1,设备定位销磨损导致加工位置度超差
3017,车门铰链总成,思优传媒有限公司,外观,划伤,4,来料批次材料硬度超标
3018,后顶盖外板组件,信诚致远传媒有限公司,尺寸,短路,0.7,设备定位销磨损导致加工位置度超差
3019,ECU控制器,创亿网络有限公司,材料,压印,1.1,来料批次材料硬度超标
3020,前门密封条,时空盒数字传媒有限公司,材料,划伤,4.5,设备定位销磨损导致加工位置度超差
3021,线束总成,创汇网络有限公司,材料,划伤,4.3,胶水固化参数设置错误
3022,线束总成,天益信息有限公司,外观,压印,2,来料批次材料硬度超标
3023,线束总成,新宇龙信息网络有限公司,材料,划伤,1.3,设备定位销磨损导致加工位置度超差
3024,后顶盖外板组件,和泰网络有限公司,材料,短路,1,设备定位销磨损导致加工位置度超差
3025,ECU控制器,济南亿次元信息有限公司,功能,间隙超差,0.8,来料批次材料硬度超标
3026,ECU控制器,商软冠联传媒有限公司,电气,间隙超差,0.2,来料批次材料硬度超标
3027,车门铰链总成,华泰通安科技有限公司,外观,短路,0.7,设备定位销磨损导致加工位置度超差
3028,车门铰链总成,时空盒数字传媒有限公司,电气,短路,4.4,来料批次材料硬度超标
3029,线束总成,济南亿次元科技有限公司,材料,压印,0.7,胶水固化参数设置错误
3030,线束总成,维旺明信息有限公司,材料,短路,4.3,设备定位销磨损导致加工位置度超差
3031,线束总成,巨奥科技有限公司,材料,色差,1.6,来料批次材料硬度超标
3032,线束总成,天开传媒有限公司,尺寸,间隙超差,0.4,设备定位销磨损导致加工位置度超差
3033,ECU控制器,创亿信息有限公司,电气,间隙超差,0.4,来料批次材料硬度超标
3034,前门密封条,易动力传媒有限公司,尺寸,间隙超差,4.7,胶水固化参数设置错误
3035,ECU控制器,万迅电脑信息有限公司,功能,色差,0.2,胶水固化参数设置错误
3036,后顶盖外板组件,彩虹科技有限公司,功能,间隙超差,0.8,来料批次材料硬度超标
3037,车门铰链总成,戴硕电子网络有限公司,外观,划伤,0.9,胶水固化参数设置错误
3038,前门密封条,通际名联信息有限公司,外观,间隙超差,4.6,来料批次材料硬度超标
3039,线束总成,联软科技有限公司,尺寸,间隙超差,1.4,胶水固化参数设置错误
3040,前门密封条,佳禾科技有限公司,材料,短路,3.5,来料批次材料硬度超标
3041,前门密封条,飞利信传媒有限公司,电气,划伤,2.5,胶水固化参数设置错误
3042,ECU控制器,图龙信息网络有限公司,外观,划伤,1.7,胶水固化参数设置错误
3043,ECU控制器,艾提科信网络有限公司,外观,间隙超差,2.7,胶水固化参数设置错误
3044,车门铰链总成,快讯传媒有限公司,功能,短路,2,设备定位销磨损导致加工位置度超差
3045,后顶盖外板组件,银嘉科技有限公司,外观,压印,1.1,胶水固化参数设置错误
3046,后顶盖外板组件,飞利信传媒有限公司,电气,短路,3.7,胶水固化参数设置错误
3047,线束总成,银嘉信息有限公司,功能,间隙超差,0.2,来料批次材料硬度超标
3048,线束总成,创亿科技有限公司,功能,划伤,0.2,胶水固化参数设置错误
3049,车门铰链总成,凌颖信息信息有限公司,电气,划伤,1.3,设备定位销磨损导致加工位置度超差
3050,车门铰链总成,黄石金承信息有限公司,材料,色差,2.9,来料批次材料硬度超标
3051,后顶盖外板组件,精芯科技有限公司,外观,短路,4.9,来料批次材料硬度超标
3052,后顶盖外板组件,凌颖信息科技有限公司,电气,色差,3,来料批次材料硬度超标
3053,线束总成,良诺科技有限公司,材料,短路,2.2,设备定位销磨损导致加工位置度超差
3054,线束总成,快讯科技有限公司,外观,划伤,1.5,来料批次材料硬度超标
3055,车门铰链总成,中建创业科技有限公司,尺寸,间隙超差,2.4,胶水固化参数设置错误
3056,线束总成,图龙信息网络有限公司,电气,色差,1.1,来料批次材料硬度超标
3057,线束总成,恩悌网络有限公司,外观,划伤,0.9,设备定位销磨损导致加工位置度超差
3058,车门铰链总成,浦华众城信息有限公司,电气,间隙超差,4.1,来料批次材料硬度超标
3059,ECU控制器,创联世纪科技有限公司,尺寸,划伤,1.2,设备定位销磨损导致加工位置度超差
3060,线束总成,超艺科技有限公司,外观,短路,3,胶水固化参数设置错误
3061,线束总成,兰金电子信息有限公司,尺寸,划伤,3.3,设备定位销磨损导致加工位置度超差
3062,后顶盖外板组件,彩虹网络有限公司,尺寸,压印,3.3,来料批次材料硬度超标
3063,车门铰链总成,易动力信息有限公司,功能,划伤,4.8,设备定位销磨损导致加工位置度超差
3064,车门铰链总成,万迅电脑网络有限公司,功能,色差,4.8,胶水固化参数设置错误
3065,车门铰链总成,新格林耐特传媒有限公司,功能,间隙超差,4.1,设备定位销磨损导致加工位置度超差
3066,后顶盖外板组件,黄石金承传媒有限公司,电气,短路,4,胶水固化参数设置错误
3067,前门密封条,万迅电脑传媒有限公司,尺寸,压印,2.2,设备定位销磨损导致加工位置度超差
3068,线束总成,恩悌信息有限公司,功能,短路,3.7,设备定位销磨损导致加工位置度超差
3069,后顶盖外板组件,南康科技有限公司,外观,短路,3.8,来料批次材料硬度超标
3070,后顶盖外板组件,明腾传媒有限公司,功能,压印,4.2,胶水固化参数设置错误
3071,前门密封条,昊嘉科技有限公司,外观,短路,3.1,胶水固化参数设置错误
3072,前门密封条,联通时科科技有限公司,功能,短路,2.9,来料批次材料硬度超标
3073,后顶盖外板组件,同兴万点网络有限公司,外观,间隙超差,4.6,设备定位销磨损导致加工位置度超差
3074,线束总成,鑫博腾飞信息有限公司,外观,间隙超差,1,来料批次材料硬度超标
3075,线束总成,天开传媒有限公司,尺寸,色差,0.8,胶水固化参数设置错误
3076,ECU控制器,富罳传媒有限公司,功能,划伤,4.3,胶水固化参数设置错误
3077,ECU控制器,襄樊地球村信息有限公司,材料,压印,2.1,胶水固化参数设置错误
3078,前门密封条,联软信息有限公司,功能,色差,0.9,设备定位销磨损导致加工位置度超差
3079,后顶盖外板组件,盟新科技有限公司,功能,色差,4.8,来料批次材料硬度超标
3080,前门密封条,凌云信息有限公司,尺寸,短路,3.3,设备定位销磨损导致加工位置度超差
3081,后顶盖外板组件,华成育卓网络有限公司,外观,色差,2.4,胶水固化参数设置错误
3082,前门密封条,联软科技有限公司,尺寸,划伤,4.2,设备定位销磨损导致加工位置度超差
3083,ECU控制器,数字100信息有限公司,材料,压印,1.3,来料批次材料硬度超标
3084,线束总成,超艺网络有限公司,电气,短路,3.5,来料批次材料硬度超标
3085,后顶盖外板组件,泰麒麟网络有限公司,尺寸,短路,4.7,来料批次材料硬度超标
3086,车门铰链总成,立信电子信息有限公司,电气,短路,1,来料批次材料硬度超标
3087,后顶盖外板组件,南康传媒有限公司,电气,间隙超差,5,来料批次材料硬度超标
3088,前门密封条,济南亿次元科技有限公司,外观,划伤,4.1,设备定位销磨损导致加工位置度超差
3089,后顶盖外板组件,趋势网络有限公司,电气,短路,2.1,设备定位销磨损导致加工位置度超差
3090,车门铰链总成,超艺科技有限公司,电气,间隙超差,4.8,设备定位销磨损导致加工位置度超差
3091,线束总成,恒聪百汇科技有限公司,材料,间隙超差,1.3,来料批次材料硬度超标
3092,车门铰链总成,华泰通安信息有限公司,材料,划伤,2.3,来料批次材料硬度超标
3093,前门密封条,兰金电子科技有限公司,尺寸,间隙超差,1.4,胶水固化参数设置错误
3094,前门密封条,东方峻景科技有限公司,尺寸,压印,0.9,设备定位销磨损导致加工位置度超差
3095,线束总成,方正科技传媒有限公司,外观,划伤,3.4,来料批次材料硬度超标
3096,车门铰链总成,华远软件传媒有限公司,尺寸,色差,2.7,胶水固化参数设置错误
3097,后顶盖外板组件,惠派国际公司网络有限公司,电气,划伤,2.3,设备定位销磨损导致加工位置度超差
3098,后顶盖外板组件,明腾科技有限公司,电气,短路,1.1,设备定位销磨损导致加工位置度超差
3099,前门密封条,雨林木风计算机科技有限公司,电气,间隙超差,5,来料批次材料硬度超标
3100,线束总成,时刻科技有限公司,外观,短路,4.5,设备定位销磨损导致加工位置度超差
3101,线束总成,易动力传媒有限公司,电气,压印,0.6,来料批次材料硬度超标
3102,ECU控制器,联软传媒有限公司,材料,压印,4.6,胶水固化参数设置错误
3103,车门铰链总成,飞利信信息有限公司,电气,划伤,3.7,来料批次材料硬度超标
